Generation,BestGen,BestEver,AvgFitness,EliteIndex
815,4.400,415.400,-102.064,8
816,8.200,415.400,-100.652,2
817,7.500,415.400,-69.132,3
818,9.100,415.400,-50.664,24
819,3.500,415.400,-78.986,34
820,2.900,415.400,-94.061,37
821,6.900,415.400,-111.046,33
822,193.600,415.400,-143.050,42
823,5.700,415.400,-126.309,38
824,4.500,415.400,-59.098,43
825,6.500,415.400,-101.755,47
826,2.200,415.400,-196.289,33
827,6.600,415.400,-211.125,1
828,2.400,415.400,-176.439,4
829,226.500,415.400,-107.438,50
830,3.100,415.400,-127.498,1
831,3.600,415.400,-152.016,8
832,4.300,415.400,-111.505,2
833,3.700,415.400,-113.259,7
834,121.000,415.400,-122.050,43
835,3.200,415.400,-96.070,43
836,112.700,415.400,-35.589,23
837,62.100,415.400,-74.143,0
838,3.800,415.400,-162.530,9
839,2.000,415.400,-122.484,12
840,4.200,415.400,-167.461,23
841,4.100,415.400,-99.720,30
842,6.800,415.400,-76.464,24
843,21.000,415.400,-76.205,50
844,2.200,415.400,-105.204,32
845,184.100,415.400,-88.957,33
846,4.900,415.400,-48.311,11
847,2.300,415.400,-164.470,52
848,2.300,415.400,-128.946,5
849,2.900,415.400,-113.673,3
850,3.700,415.400,-111.729,32
851,7.000,415.400,-121.564,20
852,2.700,415.400,-161.534,15
853,2.600,415.400,-167.680,7
854,8.400,415.400,-179.664,22
855,4.600,415.400,-140.027,8
856,31.300,415.400,-119.975,20
857,6.400,415.400,-179.366,55
858,2.500,415.400,-124.988,4
859,5.500,415.400,-103.618,9
860,83.000,415.400,-112.604,37
861,3.600,415.400,-103.936,46
862,4.300,415.400,-160.677,9
863,3.100,415.400,-150.246,1
864,17.400,415.400,-54.289,5
865,5.900,415.400,-65.270,22
866,6.600,415.400,-160.941,53
867,2.700,415.400,-151.836,25
868,7.200,415.400,-95.484,10
869,6.300,415.400,-74.382,11
870,7.000,415.400,-106.807,18
871,3.500,415.400,-117.248,11
872,5.000,415.400,-154.571,11
873,4.700,415.400,-44.257,1
874,6.500,415.400,-140.295,10
875,8.100,415.400,-111.532,0
876,5.700,415.400,-71.568,30
877,7.400,415.400,-98.802,12
878,6.400,415.400,-39.100,21
879,7.500,415.400,-44.052,0
880,4.200,415.400,-107.586,7
881,2.800,415.400,-109.204,7
882,7.200,415.400,-82.227,35
883,8.000,415.400,-77.882,7
884,8.100,415.400,-91.520,55
885,6.100,415.400,-37.316,52
886,7.500,415.400,-116.848,9
887,6.600,415.400,-120.671,16
888,8.300,415.400,-79.954,29
889,8.300,415.400,-81.339,36
890,4.900,415.400,-64.348,53
891,4.700,415.400,-72.361,34
892,7.300,415.400,-101.773,5
893,3.200,415.400,-94.480,48
894,8.200,415.400,-135.796,7
895,32.900,415.400,-107.530,13
896,6.100,415.400,-121.191,47
897,4.500,415.400,-124.064,12
898,6.900,415.400,-69.702,36
899,2.900,415.400,-112.827,34
900,3.900,415.400,-217.202,43
901,11.000,415.400,-75.848,43
902,8.200,415.400,-42.538,4
903,4.600,415.400,-136.320,30
904,12.900,415.400,-132.995,13
905,62.100,415.400,-89.973,0
906,3.200,415.400,-123.800,54
907,2.900,415.400,-141.693,11
908,30.900,415.400,-113.602,6
909,7.500,415.400,-43.788,27
910,226.500,415.400,-81.505,11
911,4.900,415.400,-93.137,32
912,4.400,415.400,-111.689,38
913,4.200,415.400,-61.470,18
914,3.800,415.400,-118.073,42
915,1.600,415.400,-187.686,49
916,2.700,415.400,-137.221,16
917,7.800,415.400,-101.893,54
918,3.200,415.400,-60.959,42
919,5.200,415.400,-156.116,8
920,6.700,415.400,-211.905,30
921,2.400,415.400,-222.739,3
922,2.300,415.400,-123.191,4
923,2.500,415.400,-170.038,42
924,3.000,415.400,-106.246,19
925,6.500,415.400,-134.723,34
926,5.900,415.400,-101.095,11
927,42.700,415.400,-203.789,17
928,4.600,415.400,-79.359,22
929,3.900,415.400,-98.982,40
930,3.200,415.400,-121.289,27
931,2.900,415.400,-93.959,26
932,4.600,415.400,-141.998,20
933,2.700,415.400,-164.152,23
934,7.000,415.400,-123.530,26
935,6.100,415.400,-128.832,2
936,2.700,415.400,-84.684,0
937,2.400,415.400,-142.852,15
938,153.400,415.400,-125.209,9
939,1.600,415.400,-183.329,44
940,2.400,415.400,-207.057,50
941,7.100,415.400,-120.436,3
942,3.700,415.400,-137.779,16
943,4.400,415.400,-90.062,15
944,3.600,415.400,-138.659,16
945,7.200,415.400,-42.155,21
946,103.200,415.400,-82.025,51
947,107.800,415.400,-34.645,3
948,7.700,415.400,-59.625,11
949,4.400,415.400,-62.793,6
950,4.300,415.400,-88.554,53
951,7.800,415.400,-109.475,34
952,31.300,415.400,-106.936,3
953,7.200,415.400,-83.898,42
954,6.400,415.400,-89.291,41
955,8.600,415.400,-61.323,2
956,3.000,415.400,-99.691,9
957,2.700,415.400,-121.161,49
958,5.500,415.400,-85.727,14
959,7.200,415.400,-41.038,13
960,3.900,415.400,-89.923,28
961,2.500,415.400,-151.405,40
962,2.500,415.400,-98.789,29
963,7.100,415.400,-116.652,15
964,7.600,415.400,-72.564,26
965,7.100,415.400,-179.614,21
966,4.400,415.400,-88.804,20
967,4.300,415.400,-142.329,26
968,8.400,415.400,-105.691,10
969,8.400,415.400,-96.018,5
970,3.300,415.400,-172.034,54
971,9.000,415.400,-173.136,18
972,23.700,415.400,-137.920,7
973,3.500,415.400,-161.905,7
974,6.000,415.400,-172.234,1
975,7.000,415.400,-123.955,26
976,4.300,415.400,-143.880,6
977,2.400,415.400,-182.539,52
978,2.400,415.400,-120.198,31
979,5.200,415.400,-102.252,0
980,53.600,415.400,-78.761,4
981,3.100,415.400,-122.648,47
982,3.000,415.400,-94.839,38
983,83.700,415.400,-131.286,36
984,2.300,415.400,-111.911,36
985,6.800,415.400,-125.713,39
986,3.200,415.400,-94.950,2
987,3.100,415.400,-129.821,47
988,3.200,415.400,-118.043,29
989,3.000,415.400,-176.963,43
990,3.500,415.400,-84.205,31
991,2.500,415.400,-179.620,39
992,1.500,415.400,-140.368,26
993,2.000,415.400,-205.088,19
994,3.400,415.400,-133.313,24
995,3.200,415.400,-144.468,35
996,4.800,415.400,-125.741,36
997,7.600,415.400,-116.570,5
998,42.000,415.400,-137.339,4
999,6.900,415.400,-124.191,51
1000,3.700,415.400,-221.909,27
1001,8.900,415.400,-158.109,42
1002,2.400,415.400,-155.507,12
1003,61.900,415.400,-156.257,25
1004,4.800,415.400,-205.588,34
1005,9.000,415.400,-137.596,28
1006,6.500,415.400,-114.663,28
1007,8.700,415.400,-126.279,5
1008,2.900,415.400,-139.538,12
1009,3.100,415.400,-70.843,18
1010,142.300,415.400,-123.577,5
1011,3.900,415.400,-123.380,54
1012,4.400,415.400,-142.579,35
1013,32.700,415.400,-103.282,10
1014,8.300,415.400,-73.680,1
1015,6.300,415.400,-83.232,52
1016,8.100,415.400,-105.148,26
1017,6.200,415.400,-70.377,4
1018,3.000,415.400,-196.097,8
1019,3.000,415.400,-150.398,37
1020,1.400,415.400,-245.759,6
1021,2.500,415.400,-150.257,44
1022,61.600,415.400,-132.446,7
1023,42.000,415.400,-90.139,9
1024,4.800,415.400,-159.184,37
1025,6.800,415.400,-111.732,25
1026,21.000,415.400,-188.316,28
1027,36.700,415.400,-104.588,29
1028,8.200,415.400,-113.846,11
1029,5.900,415.400,-48.016,13
1030,4.800,415.400,-151.543,23
1031,3.200,415.400,-54.155,53
1032,9.300,415.400,-86.443,19
1033,4.900,415.400,-33.341,16
1034,4.400,415.400,-128.693,21
1035,7.700,415.400,-156.132,54
1036,2.400,415.400,-94.516,35
1037,6.800,415.400,-99.163,6
1038,4.900,415.400,-86.820,40
1039,3.900,415.400,-111.825,32
1040,2.000,415.400,-144.677,43
1041,2.400,415.400,-152.445,28
1042,435.100,435.100,-122.030,29
1043,2.400,435.100,-121.688,21
1044,4.800,435.100,-61.871,21
1045,4.000,435.100,-134.436,44
1046,3.500,435.100,-116.366,45
1047,6.300,435.100,-115.271,7
1048,2.200,435.100,-137.138,3
1049,7.100,435.100,-135.886,48
1050,2.900,435.100,-171.570,31
1051,6.600,435.100,-50.732,18
1052,7.000,435.100,-58.070,17
1053,3.100,435.100,-108.275,47
1054,2.400,435.100,-123.925,22
1055,187.200,435.100,-102.859,23
1056,2.400,435.100,-169.595,33
1057,2.100,435.100,-202.277,48
1058,2.400,435.100,-97.630,6
1059,1.600,435.100,-221.025,22
1060,2.400,435.100,-158.468,40
1061,2.700,435.100,-159.207,37
1062,2.200,435.100,-127.861,27
1063,2.900,435.100,-207.966,6
1064,4.200,435.100,-206.552,5
1065,2.000,435.100,-97.027,33
1066,3.000,435.100,-85.732,8
1067,2.300,435.100,-173.104,23
1068,2.400,435.100,-118.450,39
1069,5.600,435.100,-81.784,3
1070,5.100,435.100,-151.416,21
1071,13.900,435.100,-170.889,6
1072,3.300,435.100,-139.327,40
1073,3.000,435.100,-101.191,17
1074,3.900,435.100,-120.045,42
1075,6.600,435.100,-120.130,21
1076,6.200,435.100,-136.595,52
1077,2.100,435.100,-164.873,32
1078,3.600,435.100,-69.545,28
1079,7.000,435.100,-99.202,16
1080,5.800,435.100,-109.105,12
1081,4.800,435.100,-79.562,4
1082,4.500,435.100,-160.988,31
1083,13.100,435.100,-132.298,4
1084,3.000,435.100,-158.000,24
1085,5.400,435.100,-124.277,0
1086,4.400,435.100,-127.770,7
1087,5.500,435.100,-63.911,40
1088,4.000,435.100,-79.916,48
1089,4.300,435.100,-165.830,34
1090,2.300,435.100,-168.943,43
1091,5.000,435.100,-156.698,30
1092,4.000,435.100,-115.493,26
1093,5.900,435.100,-117.082,35
1094,2.900,435.100,-78.955,49
1095,117.800,435.100,-81.621,44
1096,4.500,435.100,-142.389,17
1097,5.900,435.100,-72.173,2
1098,4.100,435.100,-110.746,14
1099,2.500,435.100,-123.321,2
1100,3.000,435.100,-178.159,48
1101,5.700,435.100,-61.964,40
1102,3.000,435.100,-135.950,26
1103,5.100,435.100,-81.863,4
1104,3.000,435.100,-75.682,12
